Scenario,Area,Period,Age,Sex,Ratio,Death Ratio,Population,Deaths
SSP2,Gambia,2050-2055,0--4,Male,0.989,0.011,218.3,2.4013
SSP2,Gambia,2055-2060,0--4,Male,0.991,0.009,211.7,1.9053
SSP2,Gambia,2060-2065,0--4,Male,0.992,0.008,202.1,1.6168
SSP2,Gambia,2065-2070,0--4,Male,0.993,0.007,194.9,1.3643
SSP2,Gambia,2070-2075,0--4,Male,0.994,0.006,186.9,1.1214
SSP2,Gambia,2075-2080,0--4,Male,0.995,0.005,176.3,0.8815
SSP2,Gambia,2080-2085,0--4,Male,0.995,0.005,165.6,0.828
SSP2,Gambia,2085-2090,0--4,Male,0.996,0.004,159.8,0.6392
SSP2,Gambia,2090-2095,0--4,Male,0.996,0.004,155,0.62
SSP2,Gambia,2095-2100,0--4,Male,0.997,0.003,150.9,0.4527
SSP2,Ghana,2030-2035,0--4,Male,0.986,0.014,2332.6,32.6564
SSP2,Ghana,2035-2040,0--4,Male,0.988,0.012,2423.2,29.0784
SSP2,Ghana,2040-2045,0--4,Male,0.99,0.01,2518.5,25.185
SSP2,Ghana,2045-2050,0--4,Male,0.991,0.009,2576.8,23.1912
SSP2,Ghana,2050-2055,0--4,Male,0.993,0.007,2597.1,18.1797
SSP2,Ghana,2055-2060,0--4,Male,0.994,0.006,2535.7,15.2142
SSP2,Ghana,2060-2065,0--4,Male,0.995,0.005,2490.2,12.451
SSP2,Ghana,2065-2070,0--4,Male,0.995,0.005,2404.9,12.0245
SSP2,Ghana,2070-2075,0--4,Male,0.996,0.004,2342.7,9.3708
SSP2,Ghana,2075-2080,0--4,Male,0.997,0.003,2250.2,6.7506
SSP2,Ghana,2080-2085,0--4,Male,0.997,0.003,2130.8,6.3924
SSP2,Ghana,2085-2090,0--4,Male,0.997,0.003,2039.2,6.1176
SSP2,Ghana,2090-2095,0--4,Male,0.998,0.002,1972,3.944
SSP2,Ghana,2095-2100,0--4,Male,0.998,0.002,1913.1,3.8262
SSP2,Guinea,2030-2035,0--4,Male,0.973,0.027,1131.2,30.5424
SSP2,Guinea,2035-2040,0--4,Male,0.975,0.025,1148.8,28.72
SSP2,Guinea,2040-2045,0--4,Male,0.978,0.022,1156.1,25.4342
SSP2,Guinea,2045-2050,0--4,Male,0.98,0.02,1157.4,23.148
SSP2,Guinea,2050-2055,0--4,Male,0.982,0.018,1142.1,20.5578
SSP2,Guinea,2055-2060,0--4,Male,0.985,0.015,1121,16.815
SSP2,Guinea,2060-2065,0--4,Male,0.987,0.013,1093.9,14.2207
SSP2,Guinea,2065-2070,0--4,Male,0.989,0.011,1047.7,11.5247
SSP2,Guinea,2070-2075,0--4,Male,0.99,0.01,1009.9,10.099
SSP2,Guinea,2075-2080,0--4,Male,0.991,0.009,946.9,8.5221
SSP2,Guinea,2080-2085,0--4,Male,0.992,0.008,894.1,7.1528
SSP2,Guinea,2085-2090,0--4,Male,0.993,0.007,831.3,5.8191
SSP2,Guinea,2090-2095,0--4,Male,0.994,0.006,802.3,4.8138
SSP2,Guinea,2095-2100,0--4,Male,0.995,0.005,778.4,3.892
SSP2,Guinea-Bissau,2030-2035,0--4,Male,0.979,0.021,154.2,3.2382
SSP2,Guinea-Bissau,2035-2040,0--4,Male,0.981,0.019,155.6,2.9564
SSP2,Guinea-Bissau,2040-2045,0--4,Male,0.982,0.018,156.1,2.8098
SSP2,Guinea-Bissau,2045-2050,0--4,Male,0.983,0.017,154.4,2.6248
SSP2,Guinea-Bissau,2050-2055,0--4,Male,0.985,0.015,150.3,2.2545
SSP2,Guinea-Bissau,2055-2060,0--4,Male,0.986,0.014,145.1,2.0314
SSP2,Guinea-Bissau,2060-2065,0--4,Male,0.987,0.013,140.6,1.8278
SSP2,Guinea-Bissau,2065-2070,0--4,Male,0.988,0.012,134.1,1.6092
SSP2,Guinea-Bissau,2070-2075,0--4,Male,0.989,0.011,126.7,1.3937
SSP2,Guinea-Bissau,2075-2080,0--4,Male,0.991,0.009,119,1.071
SSP2,Guinea-Bissau,2080-2085,0--4,Male,0.992,0.008,113.5,0.908
SSP2,Guinea-Bissau,2085-2090,0--4,Male,0.993,0.007,109.9,0.7693
SSP2,Guinea-Bissau,2090-2095,0--4,Male,0.993,0.007,106.1,0.7427
SSP2,Guinea-Bissau,2095-2100,0--4,Male,0.994,0.006,102.4,0.6144
SSP2,Hong Kong Special Administrative Region of China,2030-2035,0--4,Male,1,0,113.6,0
SSP2,Hong Kong Special Administrative Region of China,2035-2040,0--4,Male,1,0,103.5,0
SSP2,Hong Kong Special Administrative Region of China,2040-2045,0--4,Male,1,0,102.7,0
SSP2,Hong Kong Special Administrative Region of China,2045-2050,0--4,Male,1,0,112.2,0
SSP2,Hong Kong Special Administrative Region of China,2050-2055,0--4,Male,1,0,133.4,0
SSP2,Hong Kong Special Administrative Region of China,2055-2060,0--4,Male,1,0,134.8,0
SSP2,Hong Kong Special Administrative Region of China,2060-2065,0--4,Male,1,0,128.8,0
SSP2,Hong Kong Special Administrative Region of China,2065-2070,0--4,Male,1,0,122.2,0
SSP2,Hong Kong Special Administrative Region of China,2070-2075,0--4,Male,1,0,119.2,0
SSP2,Hong Kong Special Administrative Region of China,2075-2080,0--4,Male,1,0,119.7,0
SSP2,Hong Kong Special Administrative Region of China,2080-2085,0--4,Male,1,0,122.2,0
SSP2,Hong Kong Special Administrative Region of China,2085-2090,0--4,Male,1,0,123.6,0
SSP2,Hong Kong Special Administrative Region of China,2090-2095,0--4,Male,1,0,120.9,0
SSP2,Hong Kong Special Administrative Region of China,2095-2100,0--4,Male,1,0,114.6,0
SSP2,India,2030-2035,0--4,Male,0.996,0.004,54882.5,219.53
SSP2,India,2035-2040,0--4,Male,0.996,0.004,52671,210.684
SSP2,India,2040-2045,0--4,Male,0.997,0.003,50125.8,150.3774
SSP2,India,2045-2050,0--4,Male,0.997,0.003,47095.8,141.2874
SSP2,India,2050-2055,0--4,Male,0.997,0.003,44107.5,132.3225
SSP2,India,2055-2060,0--4,Male,0.998,0.002,42731.5,85.463
SSP2,India,2060-2065,0--4,Male,0.998,0.002,41571.1,83.1422
SSP2,India,2065-2070,0--4,Male,0.998,0.002,39851.8,79.7036
SSP2,India,2070-2075,0--4,Male,0.998,0.002,38395.8,76.7916
SSP2,India,2075-2080,0--4,Male,0.999,0.001,36544.3,36.5443
SSP2,India,2080-2085,0--4,Male,0.999,0.001,34929.3,34.9293
SSP2,India,2085-2090,0--4,Male,0.999,0.001,33709.2,33.7092
SSP2,India,2090-2095,0--4,Male,0.999,0.001,32790.5,32.7905
SSP2,India,2095-2100,0--4,Male,0.999,0.001,31677.3,31.6773
SSP2,Indonesia,2030-2035,0--4,Male,0.997,0.003,10640.1,31.9203
SSP2,Indonesia,2035-2040,0--4,Male,0.997,0.003,10160.3,30.4809
SSP2,Indonesia,2040-2045,0--4,Male,0.997,0.003,9627.6,28.8828
SSP2,Indonesia,2045-2050,0--4,Male,0.998,0.002,9091.4,18.1828
SSP2,Indonesia,2050-2055,0--4,Male,0.998,0.002,8599.1,17.1982
SSP2,Indonesia,2055-2060,0--4,Male,0.998,0.002,8297.1,16.5942
SSP2,Indonesia,2060-2065,0--4,Male,0.998,0.002,7962.8,15.9256
SSP2,Indonesia,2065-2070,0--4,Male,0.998,0.002,7619.8,15.2396
SSP2,Indonesia,2070-2075,0--4,Male,0.998,0.002,7278.4,14.5568
SSP2,Indonesia,2075-2080,0--4,Male,0.999,0.001,6951.3,6.9513
SSP2,Indonesia,2080-2085,0--4,Male,0.999,0.001,6656.4,6.6564
SSP2,Indonesia,2085-2090,0--4,Male,0.999,0.001,6429.9,6.4299
SSP2,Indonesia,2090-2095,0--4,Male,0.999,0.001,6183.2,6.1832
SSP2,Indonesia,2095-2100,0--4,Male,0.999,0.001,5945.8,5.9458
SSP2,Kenya,2030-2035,0--4,Male,0.992,0.008,3825.2,30.6016
SSP2,Kenya,2035-2040,0--4,Male,0.992,0.008,3925.2,31.4016
SSP2,Kenya,2040-2045,0--4,Male,0.993,0.007,3931.9,27.5233
SSP2,Kenya,2045-2050,0--4,Male,0.993,0.007,3888.3,27.2181
SSP2,Kenya,2050-2055,0--4,Male,0.994,0.006,3842.9,23.0574
SSP2,Kenya,2055-2060,0--4,Male,0.994,0.006,3713.7,22.2822
SSP2,Kenya,2060-2065,0--4,Male,0.995,0.005,3620.6,18.103
SSP2,Kenya,2065-2070,0--4,Male,0.995,0.005,3416.6,17.083
SSP2,Kenya,2070-2075,0--4,Male,0.996,0.004,3217.4,12.8696
SSP2,Kenya,2075-2080,0--4,Male,0.996,0.004,3074.7,12.2988
SSP2,Kenya,2080-2085,0--4,Male,0.997,0.003,2977,8.931
SSP2,Kenya,2085-2090,0--4,Male,0.997,0.003,2892.9,8.6787
SSP2,Kenya,2090-2095,0--4,Male,0.997,0.003,2801.4,8.4042
SSP2,Kenya,2095-2100,0--4,Male,0.998,0.002,2675,5.35
SSP2,Lao People's Democratic Republic,2030-2035,0--4,Male,0.993,0.007,380.1,2.6607
SSP2,Lao People's Democratic Republic,2035-2040,0--4,Male,0.994,0.006,364.3,2.1858
SSP2,Lao People's Democratic Republic,2040-2045,0--4,Male,0.995,0.005,348.5,1.7425
SSP2,Lao People's Democratic Republic,2045-2050,0--4,Male,0.996,0.004,328.3,1.3132
SSP2,Lao People's Democratic Republic,2050-2055,0--4,Male,0.996,0.004,305.4,1.2216
SSP2,Lao People's Democratic Republic,2055-2060,0--4,Male,0.997,0.003,290.8,0.8724
SSP2,Lao People's Democratic Republic,2060-2065,0--4,Male,0.997,0.003,279.8,0.8394
SSP2,Lao People's Democratic Republic,2065-2070,0--4,Male,0.998,0.002,265.7,0.5314
SSP2,Lao People's Democratic Republic,2070-2075,0--4,Male,0.998,0.002,253.6,0.5072
SSP2,Lao People's Democratic Republic,2075-2080,0--4,Male,0.998,0.002,242.2,0.4844
SSP2,Lao People's Democratic Republic,2080-2085,0--4,Male,0.999,0.001,232.1,0.2321
SSP2,Lao People's Democratic Republic,2085-2090,0--4,Male,0.999,0.001,221.4,0.2214
SSP2,Lao People's Democratic Republic,2090-2095,0--4,Male,0.999,0.001,213.6,0.2136
SSP2,Lao People's Democratic Republic,2095-2100,0--4,Male,0.999,0.001,206.2,0.2062
SSP2,Lesotho,2030-2035,0--4,Male,0.981,0.019,131.7,2.5023
SSP2,Lesotho,2035-2040,0--4,Male,0.982,0.018,128.3,2.3094
SSP2,Lesotho,2040-2045,0--4,Male,0.983,0.017,123.5,2.0995
SSP2,Lesotho,2045-2050,0--4,Male,0.984,0.016,117.5,1.88
SSP2,Lesotho,2050-2055,0--4,Male,0.985,0.015,112.2,1.683
SSP2,Lesotho,2055-2060,0--4,Male,0.986,0.014,104.8,1.4672
SSP2,Lesotho,2060-2065,0--4,Male,0.987,0.013,96.9,1.2597
SSP2,Lesotho,2065-2070,0--4,Male,0.988,0.012,88.2,1.0584
SSP2,Lesotho,2070-2075,0--4,Male,0.989,0.011,82.8,0.9108
SSP2,Lesotho,2075-2080,0--4,Male,0.99,0.01,78.9,0.789
SSP2,Lesotho,2080-2085,0--4,Male,0.991,0.009,75,0.675
SSP2,Lesotho,2085-2090,0--4,Male,0.992,0.008,71.1,0.5688
SSP2,Lesotho,2090-2095,0--4,Male,0.993,0.007,67.5,0.4725
SSP2,Lesotho,2095-2100,0--4,Male,0.994,0.006,64.2,0.3852
SSP2,Liberia,2030-2035,0--4,Male,0.984,0.016,419.2,6.7072
SSP2,Liberia,2035-2040,0--4,Male,0.986,0.014,435.1,6.0914
SSP2,Liberia,2040-2045,0--4,Male,0.987,0.013,442.8,5.7564
SSP2,Liberia,2045-2050,0--4,Male,0.989,0.011,443.3,4.8763
SSP2,Liberia,2050-2055,0--4,Male,0.99,0.01,436.7,4.367
SSP2,Liberia,2055-2060,0--4,Male,0.991,0.009,431.2,3.8808
SSP2,Liberia,2060-2065,0--4,Male,0.993,0.007,418.2,2.9274
SSP2,Liberia,2065-2070,0--4,Male,0.994,0.006,408.2,2.4492
SSP2,Liberia,2070-2075,0--4,Male,0.995,0.005,385.3,1.9265
SSP2,Liberia,2075-2080,0--4,Male,0.995,0.005,363.3,1.8165
SSP2,Liberia,2080-2085,0--4,Male,0.996,0.004,341.6,1.3664
SSP2,Liberia,2085-2090,0--4,Male,0.996,0.004,328.8,1.3152
SSP2,Liberia,2090-2095,0--4,Male,0.997,0.003,317.5,0.9525
SSP2,Liberia,2095-2100,0--4,Male,0.997,0.003,307.7,0.9231
SSP2,Madagascar,2030-2035,0--4,Male,0.988,0.012,2266.1,27.1932
SSP2,Madagascar,2035-2040,0--4,Male,0.99,0.01,2308.6,23.086
SSP2,Madagascar,2040-2045,0--4,Male,0.992,0.008,2324.5,18.596
SSP2,Madagascar,2045-2050,0--4,Male,0.994,0.006,2345.6,14.0736
SSP2,Madagascar,2050-2055,0--4,Male,0.995,0.005,2335.6,11.678
SSP2,Madagascar,2055-2060,0--4,Male,0.996,0.004,2284.2,9.1368
SSP2,Madagascar,2060-2065,0--4,Male,0.997,0.003,2233.2,6.6996
SSP2,Madagascar,2065-2070,0--4,Male,0.997,0.003,2144.5,6.4335
SSP2,Madagascar,2070-2075,0--4,Male,0.998,0.002,2042.7,4.0854
SSP2,Madagascar,2075-2080,0--4,Male,0.998,0.002,1930.3,3.8606
SSP2,Madagascar,2080-2085,0--4,Male,0.999,0.001,1841,1.841
SSP2,Madagascar,2085-2090,0--4,Male,0.999,0.001,1778.8,1.7788
SSP2,Madagascar,2090-2095,0--4,Male,0.999,0.001,1716.5,1.7165
SSP2,Madagascar,2095-2100,0--4,Male,0.999,0.001,1657.3,1.6573
SSP2,Malawi,2030-2035,0--4,Male,0.992,0.008,1756.2,14.0496
SSP2,Malawi,2035-2040,0--4,Male,0.992,0.008,1873.6,14.9888
SSP2,Malawi,2040-2045,0--4,Male,0.993,0.007,1930.2,13.5114
SSP2,Malawi,2045-2050,0--4,Male,0.993,0.007,1964.2,13.7494
SSP2,Malawi,2050-2055,0--4,Male,0.994,0.006,1975,11.85
SSP2,Malawi,2055-2060,0--4,Male,0.994,0.006,1980.6,11.8836
SSP2,Malawi,2060-2065,0--4,Male,0.995,0.005,1974.8,9.874
SSP2,Malawi,2065-2070,0--4,Male,0.995,0.005,1917.8,9.589
SSP2,Malawi,2070-2075,0--4,Male,0.996,0.004,1855.1,7.4204
SSP2,Malawi,2075-2080,0--4,Male,0.996,0.004,1759,7.036
SSP2,Malawi,2080-2085,0--4,Male,0.997,0.003,1665.7,4.9971
SSP2,Malawi,2085-2090,0--4,Male,0.997,0.003,1564.4,4.6932
SSP2,Malawi,2090-2095,0--4,Male,0.997,0.003,1506.1,4.5183
SSP2,Malawi,2095-2100,0--4,Male,0.998,0.002,1465.5,2.931
SSP2,Malaysia,2030-2035,0--4,Male,0.999,0.001,1166.5,1.1665
SSP2,Malaysia,2035-2040,0--4,Male,0.999,0.001,1139,1.139
SSP2,Malaysia,2040-2045,0--4,Male,0.999,0.001,1103.9,1.1039
SSP2,Malaysia,2045-2050,0--4,Male,0.999,0.001,1078.3,1.0783
SSP2,Malaysia,2050-2055,0--4,Male,0.999,0.001,1053.5,1.0535
SSP2,Malaysia,2055-2060,0--4,Male,0.999,0.001,1026.8,1.0268
SSP2,Malaysia,2060-2065,0--4,Male,0.999,0.001,994.2,0.9942
SSP2,Malaysia,2065-2070,0--4,Male,0.999,0.001,969.8,0.9698
SSP2,Malaysia,2070-2075,0--4,Male,1,0,950.6,0
SSP2,Malaysia,2075-2080,0--4,Male,1,0,930.5,0
SSP2,Malaysia,2080-2085,0--4,Male,1,0,908.7,0
SSP2,Malaysia,2085-2090,0--4,Male,1,0,883.9,0
SSP2,Malaysia,2090-2095,0--4,Male,1,0,855.6,0
SSP2,Malaysia,2095-2100,0--4,Male,1,0,828.8,0
SSP2,Maldives,2030-2035,0--4,Male,0.999,0.001,15.8,0.0158
SSP2,Maldives,2035-2040,0--4,Male,1,0,14.5,0
SSP2,Maldives,2040-2045,0--4,Male,1,0,14.7,0
SSP2,Maldives,2045-2050,0--4,Male,1,0,15.4,0
SSP2,Maldives,2050-2055,0--4,Male,1,0,15.6,0
SSP2,Maldives,2055-2060,0--4,Male,1,0,14.8,0
SSP2,Maldives,2060-2065,0--4,Male,1,0,13.7,0
SSP2,Maldives,2065-2070,0--4,Male,1,0,13,0
SSP2,Maldives,2070-2075,0--4,Male,1,0,12.8,0
SSP2,Maldives,2075-2080,0--4,Male,1,0,12.8,0
SSP2,Maldives,2080-2085,0--4,Male,1,0,12.6,0
SSP2,Maldives,2085-2090,0--4,Male,1,0,12.1,0
SSP2,Maldives,2090-2095,0--4,Male,1,0,11.5,0
SSP2,Maldives,2095-2100,0--4,Male,1,0,10.7,0
SSP2,Mali,2030-2035,0--4,Male,0.974,0.026,2370.9,61.6434
SSP2,Mali,2035-2040,0--4,Male,0.977,0.023,2538.5,58.3855
SSP2,Mali,2040-2045,0--4,Male,0.979,0.021,2645.6,55.5576
SSP2,Mali,2045-2050,0--4,Male,0.981,0.019,2711.4,51.5166
SSP2,Mali,2050-2055,0--4,Male,0.983,0.017,2738.4,46.5528
SSP2,Mali,2055-2060,0--4,Male,0.985,0.015,2762.5,41.4375
SSP2,Mali,2060-2065,0--4,Male,0.987,0.013,2746.4,35.7032
SSP2,Mali,2065-2070,0--4,Male,0.989,0.011,2721.3,29.9343
SSP2,Mali,2070-2075,0--4,Male,0.99,0.01,2669,26.69
SSP2,Mali,2075-2080,0--4,Male,0.991,0.009,2574.6,23.1714
SSP2,Mali,2080-2085,0--4,Male,0.992,0.008,2499.6,19.9968
SSP2,Mali,2085-2090,0--4,Male,0.993,0.007,2348.5,16.4395
SSP2,Mali,2090-2095,0--4,Male,0.994,0.006,2220.9,13.3254
SSP2,Mali,2095-2100,0--4,Male,0.995,0.005,2086.5,10.4325
SSP2,Mauritania,2030-2035,0--4,Male,0.989,0.011,381.6,4.1976
SSP2,Mauritania,2035-2040,0--4,Male,0.99,0.01,397.9,3.979
SSP2,Mauritania,2040-2045,0--4,Male,0.992,0.008,406.8,3.2544
SSP2,Mauritania,2045-2050,0--4,Male,0.993,0.007,411.1,2.8777
SSP2,Mauritania,2050-2055,0--4,Male,0.994,0.006,407.8,2.4468
SSP2,Mauritania,2055-2060,0--4,Male,0.995,0.005,402.6,2.013
SSP2,Mauritania,2060-2065,0--4,Male,0.995,0.005,395.5,1.9775
SSP2,Mauritania,2065-2070,0--4,Male,0.996,0.004,385,1.54
SSP2,Mauritania,2070-2075,0--4,Male,0.997,0.003,373.2,1.1196
SSP2,Mauritania,2075-2080,0--4,Male,0.997,0.003,352.6,1.0578
SSP2,Mauritania,2080-2085,0--4,Male,0.997,0.003,328.7,0.9861
SSP2,Mauritania,2085-2090,0--4,Male,0.998,0.002,315.6,0.6312
SSP2,Mauritania,2090-2095,0--4,Male,0.998,0.002,307,0.614
SSP2,Mauritania,2095-2100,0--4,Male,0.998,0.002,299.4,0.5988
SSP2,Mauritius,2030-2035,0--4,Male,0.999,0.001,32.8,0.0328
SSP2,Mauritius,2035-2040,0--4,Male,0.999,0.001,31.5,0.0315
SSP2,Mauritius,2040-2045,0--4,Male,0.999,0.001,29.3,0.0293
SSP2,Mauritius,2045-2050,0--4,Male,0.999,0.001,27.2,0.0272
SSP2,Mauritius,2050-2055,0--4,Male,0.999,0.001,25.3,0.0253
SSP2,Mauritius,2055-2060,0--4,Male,0.999,0.001,24.2,0.0242
SSP2,Mauritius,2060-2065,0--4,Male,0.999,0.001,23.7,0.0237
SSP2,Mauritius,2065-2070,0--4,Male,0.999,0.001,23,0.023
SSP2,Mauritius,2070-2075,0--4,Male,1,0,22.1,0
SSP2,Mauritius,2075-2080,0--4,Male,1,0,21,0
SSP2,Mauritius,2080-2085,0--4,Male,1,0,20,0
SSP2,Mauritius,2085-2090,0--4,Male,1,0,19.2,0
SSP2,Mauritius,2090-2095,0--4,Male,1,0,18.7,0
SSP2,Mauritius,2095-2100,0--4,Male,1,0,18.2,0
SSP2,Mongolia,2030-2035,0--4,Male,0.999,0.001,174.3,0.1743
SSP2,Mongolia,2035-2040,0--4,Male,0.999,0.001,179.2,0.1792
SSP2,Mongolia,2040-2045,0--4,Male,0.999,0.001,187.6,0.1876
SSP2,Mongolia,2045-2050,0--4,Male,0.999,0.001,197.3,0.1973
SSP2,Mongolia,2050-2055,0--4,Male,0.999,0.001,201.9,0.2019
SSP2,Mongolia,2055-2060,0--4,Male,0.999,0.001,196.3,0.1963
SSP2,Mongolia,2060-2065,0--4,Male,0.999,0.001,183.2,0.1832
SSP2,Mongolia,2065-2070,0--4,Male,0.999,0.001,173.2,0.1732
SSP2,Mongolia,2070-2075,0--4,Male,1,0,164.5,0
SSP2,Mongolia,2075-2080,0--4,Male,1,0,158.3,0
SSP2,Mongolia,2080-2085,0--4,Male,1,0,154.6,0
SSP2,Mongolia,2085-2090,0--4,Male,1,0,151.8,0
SSP2,Mongolia,2090-2095,0--4,Male,1,0,146.6,0
SSP2,Mongolia,2095-2100,0--4,Male,1,0,141,0
SSP2,Mozambique,2030-2035,0--4,Male,0.985,0.015,2859.4,42.891
SSP2,Mozambique,2035-2040,0--4,Male,0.986,0.014,2979.9,41.7186
SSP2,Mozambique,2040-2045,0--4,Male,0.988,0.012,3055.1,36.6612
SSP2,Mozambique,2045-2050,0--4,Male,0.989,0.011,3102.5,34.1275
SSP2,Mozambique,2050-2055,0--4,Male,0.99,0.01,3104.8,31.048
SSP2,Mozambique,2055-2060,0--4,Male,0.991,0.009,3093.5,27.8415
SSP2,Mozambique,2060-2065,0--4,Male,0.992,0.008,3051,24.408
SSP2,Mozambique,2065-2070,0--4,Male,0.993,0.007,2961,20.727
SSP2,Mozambique,2070-2075,0--4,Male,0.994,0.006,2878.5,17.271
SSP2,Mozambique,2075-2080,0--4,Male,0.995,0.005,2721.4,13.607
SSP2,Mozambique,2080-2085,0--4,Male,0.996,0.004,2583.5,10.334
SSP2,Mozambique,2085-2090,0--4,Male,0.996,0.004,2427.4,9.7096
SSP2,Mozambique,2090-2095,0--4,Male,0.997,0.003,2338.7,7.0161
SSP2,Mozambique,2095-2100,0--4,Male,0.997,0.003,2275.5,6.8265
SSP2,Myanmar,2030-2035,0--4,Male,0.992,0.008,2087.2,16.6976
SSP2,Myanmar,2035-2040,0--4,Male,0.993,0.007,1939.5,13.5765
SSP2,Myanmar,2040-2045,0--4,Male,0.994,0.006,1806.9,10.8414
SSP2,Myanmar,2045-2050,0--4,Male,0.995,0.005,1727.4,8.637
SSP2,Myanmar,2050-2055,0--4,Male,0.996,0.004,1668.5,6.674
SSP2,Myanmar,2055-2060,0--4,Male,0.996,0.004,1597.8,6.3912
SSP2,Myanmar,2060-2065,0--4,Male,0.997,0.003,1521.2,4.5636
SSP2,Myanmar,2065-2070,0--4,Male,0.997,0.003,1436.2,4.3086
SSP2,Myanmar,2070-2075,0--4,Male,0.998,0.002,1360.9,2.7218
SSP2,Myanmar,2075-2080,0--4,Male,0.998,0.002,1301.5,2.603
SSP2,Myanmar,2080-2085,0--4,Male,0.998,0.002,1253.1,2.5062
SSP2,Myanmar,2085-2090,0--4,Male,0.999,0.001,1198.2,1.1982
SSP2,Myanmar,2090-2095,0--4,Male,0.999,0.001,1155.3,1.1553
SSP2,Myanmar,2095-2100,0--4,Male,0.999,0.001,1104.1,1.1041
SSP2,Namibia,2030-2035,0--4,Male,0.993,0.007,164.1,1.1487
SSP2,Namibia,2035-2040,0--4,Male,0.993,0.007,162.3,1.1361
SSP2,Namibia,2040-2045,0--4,Male,0.994,0.006,163.3,0.9798
SSP2,Namibia,2045-2050,0--4,Male,0.994,0.006,162,0.972
SSP2,Namibia,2050-2055,0--4,Male,0.995,0.005,159.3,0.7965
SSP2,Namibia,2055-2060,0--4,Male,0.996,0.004,153.3,0.6132
SSP2,Namibia,2060-2065,0--4,Male,0.996,0.004,143.3,0.5732
SSP2,Namibia,2065-2070,0--4,Male,0.997,0.003,135.5,0.4065
SSP2,Namibia,2070-2075,0--4,Male,0.997,0.003,127.4,0.3822
SSP2,Namibia,2075-2080,0--4,Male,0.998,0.002,122.9,0.2458
SSP2,Namibia,2080-2085,0--4,Male,0.998,0.002,119.8,0.2396
SSP2,Namibia,2085-2090,0--4,Male,0.998,0.002,116.5,0.233
SSP2,Namibia,2090-2095,0--4,Male,0.999,0.001,112.1,0.1121
SSP2,Namibia,2095-2100,0--4,Male,0.999,0.001,106.2,0.1062
SSP2,Nepal,2030-2035,0--4,Male,0.997,0.003,1424,4.272
SSP2,Nepal,2035-2040,0--4,Male,0.997,0.003,1295.8,3.8874
SSP2,Nepal,2040-2045,0--4,Male,0.998,0.002,1193.4,2.3868
SSP2,Nepal,2045-2050,0--4,Male,0.998,0.002,1123.7,2.2474
SSP2,Nepal,2050-2055,0--4,Male,0.999,0.001,1068.5,1.0685
SSP2,Nepal,2055-2060,0--4,Male,0.999,0.001,1018.2,1.0182
SSP2,Nepal,2060-2065,0--4,Male,0.999,0.001,956,0.956
SSP2,Nepal,2065-2070,0--4,Male,0.999,0.001,896.5,0.8965
SSP2,Nepal,2070-2075,0--4,Male,0.999,0.001,851.7,0.8517
SSP2,Nepal,2075-2080,0--4,Male,0.999,0.001,815.9,0.8159
SSP2,Nepal,2080-2085,0--4,Male,0.999,0.001,788.1,0.7881
SSP2,Nepal,2085-2090,0--4,Male,1,0,760.2,0
SSP2,Nepal,2090-2095,0--4,Male,1,0,737,0
SSP2,Nepal,2095-2100,0--4,Male,1,0,714.5,0
SSP2,Niger,2030-2035,0--4,Male,0.978,0.022,3262.6,71.7772
SSP2,Niger,2035-2040,0--4,Male,0.979,0.021,3715.3,78.0213
SSP2,Niger,2040-2045,0--4,Male,0.981,0.019,4146.8,78.7892
SSP2,Niger,2045-2050,0--4,Male,0.983,0.017,4528,76.976
SSP2,Niger,2050-2055,0--4,Male,0.985,0.015,4896.9,73.4535
SSP2,Niger,2055-2060,0--4,Male,0.986,0.014,5190.4,72.6656
SSP2,Niger,2060-2065,0--4,Male,0.988,0.012,5418.3,65.0196
SSP2,Niger,2065-2070,0--4,Male,0.989,0.011,5543,60.973
SSP2,Niger,2070-2075,0--4,Male,0.991,0.009,5600,50.4
SSP2,Niger,2075-2080,0--4,Male,0.992,0.008,5625.7,45.0056
SSP2,Niger,2080-2085,0--4,Male,0.993,0.007,5555.2,38.8864
SSP2,Niger,2085-2090,0--4,Male,0.994,0.006,5538.5,33.231
SSP2,Niger,2090-2095,0--4,Male,0.994,0.006,5433,32.598
SSP2,Niger,2095-2100,0--4,Male,0.995,0.005,5270.4,26.352
SSP2,Nigeria,2030-2035,0--4,Male,0.961,0.039,20230.5,788.9895
SSP2,Nigeria,2035-2040,0--4,Male,0.965,0.035,22031.1,771.0885
SSP2,Nigeria,2040-2045,0--4,Male,0.968,0.032,23776.8,760.8576
SSP2,Nigeria,2045-2050,0--4,Male,0.971,0.029,25196.6,730.7014
SSP2,Nigeria,2050-2055,0--4,Male,0.974,0.026,26275.8,683.1708
SSP2,Nigeria,2055-2060,0--4,Male,0.977,0.023,26751.5,615.2845
SSP2,Nigeria,2060-2065,0--4,Male,0.98,0.02,27021.2,540.424
SSP2,Nigeria,2065-2070,0--4,Male,0.983,0.017,27108.5,460.8445
SSP2,Nigeria,2070-2075,0--4,Male,0.985,0.015,26996.7,404.9505
SSP2,Nigeria,2075-2080,0--4,Male,0.987,0.013,26764.8,347.9424
SSP2,Nigeria,2080-2085,0--4,Male,0.988,0.012,26299.3,315.5916
SSP2,Nigeria,2085-2090,0--4,Male,0.99,0.01,25432.2,254.322
SSP2,Nigeria,2090-2095,0--4,Male,0.991,0.009,24570.3,221.1327
